trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
45,False,"{'a': 0.8, 'e': 0.12796368962740468}",30,16,28.31227210986423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.6223054402265364}",20,0,-84.00370976105074,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
47,False,"{'a': 0.8, 'e': 0.9950924405655388}",20,0,-162.36274480170903,"{0: 7, 1: 6, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.8, 'e': 0.7642697192987757}",25,16,-4.135186591311877,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.8, 'e': 0.0698512418071273}",25,17,16.386173230793375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,0,15.558170428388236,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",30,24,12.912250846280312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,13,35.55731147285541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,16.3190754074667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,22,12.222798862884742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,-26.042238549711783,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",20,14,11.502186895123096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,15.323637377358544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,8,41.87222094212332,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,10,24.808746067936937,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
