trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
26,False,"{'a': 0.8, 'e': 0.0014792899408284023}",25,3,31.960243616469636,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.8, 'e': 0.0013717421124828531}",30,20,21.663674112349316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.8, 'e': 0.0012755102040816326}",20,5,25.77062515225036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.8, 'e': 0.0011890606420927466}",20,0,27.620415874637075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.8, 'e': 0.0011111111111111111}",20,0,-12.609547166422812,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
31,False,"{'a': 0.8, 'e': 0.001040582726326743}",20,12,15.605740509854442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.8, 'e': 0.0009765625}",30,0,39.26740874631586,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.8, 'e': 0.0009182736455463728}",25,1,34.15771279174396,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.0008650519031141869}",30,21,15.452612032081323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.8, 'e': 0.0008163265306122449}",25,0,33.57939551692982,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.8, 'e': 0.0007716049382716049}",20,0,27.593710838308493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
37,False,"{'a': 0.8, 'e': 0.0007304601899196494}",20,0,24.727491706140423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.8, 'e': 0.0006925207756232687}",20,0,27.59659747414417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,False,"{'a': 0.8, 'e': 0.0006574621959237344}",20,9,19.71123046349097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.000625}",20,0,15.845759056452914,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
41,False,"{'a': 0.8, 'e': 0.000594883997620464}",25,0,33.17245593471566,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.8, 'e': 0.0005668934240362812}",25,0,33.02976937468779,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.8, 'e': 0.0005408328826392645}",20,0,31.520423441328663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.8, 'e': 0.0005165289256198347}",30,19,19.756243219334714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.8, 'e': 0.0004938271604938272}",20,11,15.087798573141455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.0004725897920604915}",20,4,25.238453679122976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.0004526935264825713}",30,14,27.63562610663268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.8, 'e': 0.00043402777777777775}",20,0,28.527691268227667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.00041649312786339027}",30,17,22.826348676933826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.8, 'e': 0.0004}",25,12,27.276338575577807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.8, 'e': 0.00038446751249519417}",35,20,29.268134555544187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.8, 'e': 0.0003698224852071006}",25,14,-45.45157654056643,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
53,False,"{'a': 0.8, 'e': 0.000355998576005696}",25,10,24.755369591662266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.8, 'e': 0.0003429355281207133}",30,11,22.87591541295,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.00033057851239669424}",30,0,7.1110979144142465,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
56,False,"{'a': 0.8, 'e': 0.00031887755102040814}",35,18,29.756232031088125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.8, 'e': 0.0003077870113881194}",20,0,27.236724646323342,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.8, 'e': 0.00029726516052318666}",20,16,8.307924881415964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.8, 'e': 0.0002872737719046251}",25,0,35.9464717809375,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,False,"{'a': 0.8, 'e': 0.0002777777777777778}",25,13,24.07305921405703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.8, 'e': 0.0002687449610319806}",25,0,10.68379288645433,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
62,False,"{'a': 0.8, 'e': 0.00026014568158168577}",20,16,7.722597715108694,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.0002519526329050139}",25,14,21.67204639683002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.8, 'e': 0.000244140625}",20,0,25.866698948304354,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.8, 'e': 0.00023668639053254438}",25,11,26.59995616795059,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.0002295684113865932}",20,16,8.658668599588628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.00022276676319893073}",20,2,28.366312832491733,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.00021626297577854672}",20,15,8.710515941263788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.00021003990758244065}",25,18,8.565108715397203,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.8, 'e': 0.00020408163265306123}",25,10,26.471501673143052,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.00019837333862328903}",25,14,20.395390466138785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.8, 'e': 0.00019290123456790122}",25,12,20.636966209022447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.8, 'e': 0.00018765246762994934}",20,8,24.270592733370712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.00018261504747991235}",30,17,25.79385181371492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.8, 'e': 0.00017777777777777779}",30,21,16.793179140276106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.00017313019390581717}",20,0,28.489259887544073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.8, 'e': 0.00016866250632484398}",25,0,31.067061748350667,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
78,False,"{'a': 0.8, 'e': 0.0001643655489809336}",35,18,28.272368645422077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.8, 'e': 0.0001602307322544464}",30,13,29.844460883482693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.00015625}",20,6,26.23895290728723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.00015241579027587258}",30,15,27.916364652328923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.8, 'e': 0.000148720999405116}",25,11,32.35627984573347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.00014515894904920887}",20,4,29.199842597302215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.8, 'e': 0.0001417233560090703}",20,6,22.011221394828368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.0001384083044982699}",25,0,33.171639548807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
86,False,"{'a': 0.8, 'e': 0.00013520822065981613}",30,12,9.993701359116113,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.8, 'e': 0.0001321178491214163}",30,15,29.465590714599816,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.8, 'e': 0.00012913223140495868}",20,0,29.137880399626077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.8, 'e': 0.00012624668602449185}",20,11,20.233830404391036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.8, 'e': 0.0001234567901234568}",25,16,15.914378477834259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.00012075836251660427}",20,12,13.896935457660657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.00011814744801512288}",25,6,12.502045223181744,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.00011562030292519366}",20,9,18.503017355799454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.00011317338162064282}",30,19,18.106571077266537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.00011080332409972299}",25,0,40.24768322080421,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.8, 'e': 0.00010850694444444444}",25,16,15.931555414251745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.00010628122010840685}",25,1,35.775050884046124,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.00010412328196584757}",20,15,8.068955975251217,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.8, 'e': 0.00010203040506070809}",20,14,11.810222174381565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.0001}",25,17,11.68786823880501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 9.802960494069208e-05}",20,2,31.556599543553148,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,13,29.421175363258573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,29.094431397509748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,13,31.824562820606598,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,3,30.333808080500106,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,20.192575277443968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,6,33.60167566473214,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,0,40.24104140422994,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,0,31.320554161101064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,6,19.104471153699816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,16,7.855187527581634,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
